Product_ID,Category,Price,Date,Season,Market_Trend_Index,Competitor_Activity_Score,Consumer_Confidence_Index,Product_Specification_1,Product_Specification_2,Sales_Volume
1035,Laptop,47.94,2009-01-02,Winter,0.4101415092,-0.3986308892,61.83606985,Spec_A,Lightweight,45
1206,Smartphone,123.28,2009-01-02,Winter,-1.524981139,1.018466507,69.45476202,Spec_C,Lightweight,26
1081,Accessories,130.95,2009-01-02,Winter,-0.6687503525,-1.699238708,68.62913751,Spec_B,Long-Battery-Life,84
1562,Accessories,119.43,2009-01-02,Winter,1.322588324,-1.24734932,50.43828828,Spec_A,High-Resolution,93
1388,Laptop,63.05,2009-01-02,Winter,0.4624958908,0.8046714058,81.98431177,Spec_C,High-Resolution,39
1002,Tablet,89.47,2009-01-02,Winter,-0.5809637062,-0.1637474284,66.44578419,Spec_C,High-Resolution,45
1390,Tablet,95.55,2009-01-02,Winter,-0.08146903398,-0.05078750089,81.40647164,Spec_C,Long-Battery-Life,76
1566,Tablet,40.99,2009-01-02,Winter,-0.0135759458,0.3502701506,54.58954445,Spec_A,Lightweight,61
1106,Smartphone,86.0,2009-01-03,Winter,-1.926657122,0.04307281789,59.1032348,Spec_B,High-Resolution,60
1477,Smartphone,121.54,2009-01-03,Winter,1.283727586,-0.1262547634,71.20744326,Spec_B,Long-Battery-Life,82
1402,Smartphone,95.6,2009-01-03,Winter,-1.789791137,1.298915537,94.33546641,Spec_C,Lightweight,45
1556,Accessories,130.95,2009-01-03,Winter,-3.293139255,-0.6196994,84.68146593,Spec_A,Long-Battery-Life,94
1162,Laptop,165.76,2009-01-03,Winter,-0.4082463163,1.489919398,48.70578073,Spec_B,Lightweight,31
1202,Accessories,142.91,2009-01-03,Winter,-0.4557578763,-0.8078918287,75.29654331,Spec_C,Lightweight,30
1270,Tablet,124.53,2009-01-03,Winter,0.6795655878,-0.01568084644,80.00567272,Spec_B,High-Resolution,23
1271,Accessories,97.82,2009-01-03,Winter,-2.359065257,1.509841682,84.24878259,Spec_B,High-Resolution,50
1456,Smartphone,90.94,2009-01-03,Winter,1.025136401,-0.06108156634,78.02027188,Spec_A,Long-Battery-Life,64
1462,Tablet,64.83,2009-01-03,Winter,-1.069503452,-1.258228739,55.52735812,Spec_C,Long-Battery-Life,94
1252,Accessories,141.06,2009-01-03,Winter,-0.3115692661,-0.2369592074,64.50309401,Spec_A,High-Resolution,56
1296,Smartphone,44.04,2009-01-03,Winter,0.9033334564,-0.6358460522,95.25185171,Spec_B,Long-Battery-Life,64
1338,Accessories,110.42,2009-01-04,Winter,-0.3959185632,1.346823926,75.62125914,Spec_B,Lightweight,85
1053,Accessories,92.8,2009-01-04,Winter,-1.228128172,0.5072351837,80.64060856,Spec_B,High-Resolution,25
1217,Laptop,52.01,2009-01-04,Winter,-0.3442789879,0.4269730253,89.70494967,Spec_A,Lightweight,76
1188,Laptop,46.81,2009-01-04,Winter,0.3609526264,-1.516271636,45.04242417,Spec_B,Long-Battery-Life,93
1380,Tablet,81.35,2009-01-04,Winter,-0.5699777368,-0.4179330922,69.54895664,Spec_B,Long-Battery-Life,63
1493,Tablet,163.38,2009-01-04,Winter,0.5614996182,-0.2883808298,42.6346458,Spec_C,Lightweight,36
1041,Smartphone,61.5,2009-01-04,Winter,1.254812607,-1.508786313,96.00695157,Spec_C,Long-Battery-Life,78
1157,Tablet,102.91,2009-01-04,Winter,0.3741565152,0.4685064364,76.85902244,Spec_C,Lightweight,20
1015,Accessories,96.6,2009-01-04,Winter,0.3113577759,-2.550884735,76.35455072,Spec_A,Lightweight,80
1065,Tablet,69.26,2009-01-04,Winter,-0.2635907641,-0.1730115556,79.4222668,Spec_C,High-Resolution,13
1521,Accessories,124.3,2009-01-04,Winter,-0.2104972187,0.20681029,45.80387804,Spec_A,Lightweight,29
1344,Tablet,77.9,2009-01-04,Winter,-1.06041688,0.8590442513,59.3358046,Spec_B,Lightweight,54
1129,Tablet,67.05,2009-01-04,Winter,-1.298967397,-0.60970912,70.15224838,Spec_C,Lightweight,90
1648,Tablet,119.97,2009-01-04,Winter,1.866322241,1.964725322,67.83245165,Spec_C,Long-Battery-Life,88
1472,Tablet,71.95,2009-01-04,Winter,-0.1143764788,-1.104569357,69.49118241,Spec_A,High-Resolution,74
1063,Laptop,47.54,2009-01-04,Winter,-0.8719152067,-1.539673464,63.15248593,Spec_B,High-Resolution,48
1139,Smartphone,117.92,2009-01-04,Winter,1.406540521,-0.2099955,63.47907726,Spec_B,High-Resolution,94
1499,Laptop,79.01,2009-01-04,Winter,0.3443093411,0.7803899823,75.0741546,Spec_C,Long-Battery-Life,93
1593,Tablet,71.83,2009-01-04,Winter,-1.631793127,0.8781981166,96.44526577,Spec_C,Long-Battery-Life,61
1392,Accessories,140.47,2009-01-04,Winter,0.5747718165,1.109975982,63.8517192,Spec_C,Lightweight,32
1675,Tablet,75.49,2009-01-04,Winter,0.1144743061,0.1677686767,51.23416226,Spec_B,Lightweight,29
1419,Tablet,128.47,2009-01-04,Winter,-0.3225000721,0.1901041182,73.35257557,Spec_B,High-Resolution,93
1289,Tablet,89.29,2009-01-04,Winter,-1.576251429,-1.23014077,81.66473899,Spec_C,Lightweight,84
1379,Smartphone,80.03,2009-01-04,Winter,-0.3814360835,0.5882170087,44.13108296,Spec_C,Lightweight,25
1490,Smartphone,132.33,2009-01-04,Winter,1.051586525,-0.4987700372,82.59198441,Spec_C,Lightweight,54
1231,Tablet,144.68,2009-01-04,Winter,-0.4414214413,-1.694075763,74.15135957,Spec_A,Long-Battery-Life,61
1041,Accessories,61.5,2009-01-04,Winter,0.06483337771,-0.4570558552,66.61362774,Spec_A,High-Resolution,78
1028,Smartphone,154.71,2009-01-04,Winter,0.1541328262,-0.7265248109,68.29726847,Spec_C,High-Resolution,93
1135,Laptop,51.99,2009-01-05,Winter,2.973068156,0.03291450026,58.9078768,Spec_B,Long-Battery-Life,89
1201,Smartphone,101.24,2009-01-05,Winter,0.1396668534,0.4316681892,54.8589154,Spec_B,Lightweight,34
1033,Tablet,52.23,2009-01-05,Winter,0.04094129514,-0.4872563526,82.34269451,Spec_C,Long-Battery-Life,19
1048,Accessories,73.18,2009-01-05,Winter,-1.187883112,0.9350830785,65.60421028,Spec_C,Lightweight,23
1503,Accessories,115.12,2009-01-05,Winter,0.1958554191,-0.3942561707,74.01371638,Spec_A,Long-Battery-Life,95
1407,Tablet,58.8,2009-01-05,Winter,-0.2795834879,1.276573091,87.37367425,Spec_C,High-Resolution,28
1574,Accessories,146.71,2009-01-05,Winter,0.9927132233,0.4596816858,89.33560264,Spec_A,High-Resolution,41
1099,Tablet,63.41,2009-01-05,Winter,2.103126902,0.0546185686,78.06026521,Spec_C,High-Resolution,49
1684,Accessories,42.17,2009-01-05,Winter,-1.382684209,0.1507401024,60.74753796,Spec_C,Lightweight,78
1547,Accessories,118.72,2009-01-05,Winter,-0.1094212736,-0.4839125185,67.19008313,Spec_B,High-Resolution,67
1613,Laptop,98.16,2009-01-05,Winter,1.471538281,0.2426405936,77.24913243,Spec_C,Lightweight,34
1462,Tablet,64.83,2009-01-05,Winter,0.07790587049,1.027913688,47.7502117,Spec_B,Lightweight,94
1643,Accessories,54.85,2009-01-05,Winter,1.099039259,-2.029003542,54.9391458,Spec_B,Long-Battery-Life,32
1005,Tablet,52.45,2009-01-05,Winter,0.3795416664,0.489965633,65.36987331,Spec_C,Long-Battery-Life,23
1218,Laptop,158.07,2009-01-05,Winter,-0.1633337297,0.3265917262,88.81139417,Spec_A,High-Resolution,24
1503,Laptop,115.12,2009-01-05,Winter,0.5455908435,0.2752932542,68.39623978,Spec_B,High-Resolution,95
1398,Accessories,52.91,2009-01-05,Winter,-1.15194621,-0.1286127661,88.77553797,Spec_A,Lightweight,35
1393,Laptop,62.2,2009-01-05,Winter,0.5915718342,-0.1936819575,72.37972399,Spec_B,Lightweight,65
1207,Laptop,127.38,2009-01-05,Winter,-1.947430082,0.9762767977,56.74161335,Spec_A,Long-Battery-Life,68
1015,Smartphone,96.6,2009-01-05,Winter,3.093754777,-0.8653064122,88.6964923,Spec_A,Long-Battery-Life,80
1554,Accessories,89.88,2009-01-05,Winter,0.6318261336,-1.152592291,47.11985694,Spec_A,Long-Battery-Life,89
1461,Accessories,119.25,2009-01-05,Winter,-0.3452840086,-0.6041925984,46.34392855,Spec_A,High-Resolution,68
1691,Smartphone,139.04,2009-01-05,Winter,0.2167257362,0.1337013052,85.2216572,Spec_B,Long-Battery-Life,12
1575,Smartphone,139.16,2009-01-05,Winter,-1.034123362,-0.3414177347,72.99132852,Spec_B,Long-Battery-Life,40
1241,Laptop,104.78,2009-01-05,Winter,1.588496554,-1.447721822,78.73635412,Spec_B,High-Resolution,59
1564,Laptop,106.82,2009-01-05,Winter,0.1349148097,0.3184171389,57.94213651,Spec_B,Lightweight,93
1096,Accessories,48.36,2009-01-06,Winter,0.6678503803,0.419918687,45.98780158,Spec_C,High-Resolution,21
1485,Laptop,42.71,2009-01-06,Winter,-0.7293324691,-2.268237302,89.60200863,Spec_B,Lightweight,23
1407,Tablet,58.8,2009-01-06,Winter,1.632478897,0.3231251386,67.59706178,Spec_B,Lightweight,28
1231,Tablet,144.68,2009-01-06,Winter,-1.955694112,0.633847783,81.32318966,Spec_B,High-Resolution,61
1655,Accessories,65.85,2009-01-06,Winter,-0.6572239252,-0.1258012235,62.82366676,Spec_C,Long-Battery-Life,68
1171,Tablet,70.0,2009-01-06,Winter,0.7043548788,1.372918299,48.54331617,Spec_A,Lightweight,56
1541,Smartphone,151.01,2009-01-06,Winter,-0.9024445779,1.054895999,62.43595948,Spec_B,Long-Battery-Life,49
1036,Accessories,78.35,2009-01-06,Winter,-0.4423882725,0.7810892067,79.82758482,Spec_C,Lightweight,39
1525,Tablet,89.91,2009-01-06,Winter,0.3847264536,-0.2432338737,74.93992165,Spec_C,Long-Battery-Life,58
1160,Laptop,79.97,2009-01-06,Winter,-0.09495246962,0.4073380985,90.44819855,Spec_A,High-Resolution,76
1243,Smartphone,67.18,2009-01-06,Winter,-1.567122483,-1.165909402,82.07739003,Spec_A,Lightweight,79
1086,Laptop,140.76,2009-01-06,Winter,0.6924375151,0.6057321519,56.8007006,Spec_C,High-Resolution,94
1578,Smartphone,121.89,2009-01-06,Winter,-0.3081969929,-0.2862677527,74.64571181,Spec_B,High-Resolution,44
1682,Accessories,80.9,2009-01-06,Winter,1.377726606,-0.3559614869,58.97126368,Spec_B,High-Resolution,39
1557,Tablet,149.73,2009-01-06,Winter,0.4793606749,1.645477234,83.79847169,Spec_C,Long-Battery-Life,81
1574,Accessories,146.71,2009-01-06,Winter,-1.002896639,0.8171307882,82.68440254,Spec_A,Long-Battery-Life,41
1646,Laptop,95.49,2009-01-06,Winter,1.176392442,-0.5001077472,45.30968334,Spec_B,Lightweight,70
1028,Laptop,154.71,2009-01-06,Winter,-1.468604355,-0.08591193509,47.4770112,Spec_B,High-Resolution,93
1620,Smartphone,135.02,2009-01-06,Winter,-1.201866856,-0.9059631258,92.36346163,Spec_C,High-Resolution,39
1556,Smartphone,130.95,2009-01-06,Winter,0.8148887981,0.1581388981,75.07331226,Spec_A,Lightweight,94
1340,Accessories,94.84,2009-01-06,Winter,0.1557026963,-0.2241356956,87.39300108,Spec_A,High-Resolution,19
1331,Tablet,70.22,2009-01-06,Winter,-0.2815131898,-0.6425000601,70.95524366,Spec_C,High-Resolution,65
1640,Laptop,54.31,2009-01-06,Winter,-0.6347893664,-0.1546766489,49.04811795,Spec_C,Long-Battery-Life,25
1506,Accessories,61.75,2009-01-06,Winter,0.5799384042,0.2582598219,79.07820336,Spec_A,Lightweight,65
1348,Accessories,97.9,2009-01-06,Winter,1.595837636,-0.5544745649,61.44716067,Spec_B,Lightweight,84
1473,Smartphone,87.93,2009-01-07,Winter,-0.771762132,0.6693066051,43.18016626,Spec_C,High-Resolution,74
1231,Accessories,144.68,2009-01-07,Winter,0.1847746103,1.398172103,49.175268,Spec_B,Long-Battery-Life,61
1190,Smartphone,142.72,2009-01-07,Winter,1.043846018,-0.9255210001,71.46137874,Spec_B,Lightweight,29
1225,Tablet,126.04,2009-01-07,Winter,-0.09709592568,1.300698079,55.30905682,Spec_B,Long-Battery-Life,42
1385,Laptop,117.26,2009-01-07,Winter,-0.2336087364,0.2391502243,65.96660639,Spec_A,High-Resolution,53
1377,Accessories,157.36,2009-01-07,Winter,0.8432223309,0.7485080543,92.31383285,Spec_B,High-Resolution,40
1283,Accessories,126.68,2009-01-07,Winter,-0.8882916741,1.447388628,80.50369406,Spec_B,Long-Battery-Life,29
1633,Accessories,61.84,2009-01-07,Winter,0.8095504327,0.04262987741,46.51692067,Spec_C,Lightweight,31
1628,Tablet,47.7,2009-01-07,Winter,-0.624566927,-0.06020387665,70.67828097,Spec_A,Long-Battery-Life,67
1259,Accessories,69.5,2009-01-07,Winter,-0.2532867102,-0.527562147,92.31131847,Spec_A,High-Resolution,38
1359,Tablet,106.23,2009-01-07,Winter,-0.5000386632,0.3439494464,77.92211028,Spec_C,Lightweight,90
1456,Laptop,90.94,2009-01-07,Winter,-0.1330829623,-0.2891742197,62.23660494,Spec_C,Long-Battery-Life,64
1411,Laptop,141.1,2009-01-07,Winter,0.4248169865,-1.33937807,67.78944105,Spec_C,Long-Battery-Life,50
1649,Tablet,102.52,2009-01-07,Winter,-0.7955210987,-1.655863556,66.69542388,Spec_B,High-Resolution,48
1318,Laptop,59.99,2009-01-07,Winter,0.4498985477,-0.7089305322,91.48454888,Spec_C,High-Resolution,35
1677,Accessories,168.0,2009-01-07,Winter,0.9251454896,1.939882291,67.08458004,Spec_A,Lightweight,48
1225,Smartphone,126.04,2009-01-07,Winter,1.078660598,0.4696700453,81.31265267,Spec_C,Lightweight,42
1234,Laptop,137.36,2009-01-07,Winter,0.2869547783,-0.9286427087,63.79134437,Spec_A,Lightweight,35
1684,Accessories,42.17,2009-01-07,Winter,0.9090172471,0.395111875,62.19164813,Spec_C,High-Resolution,78
1664,Accessories,76.8,2009-01-08,Winter,1.046775578,1.666902274,60.64086378,Spec_A,High-Resolution,89
1374,Laptop,94.45,2009-01-08,Winter,-0.09396165509,-0.05399848968,46.76543617,Spec_B,Lightweight,55
1672,Accessories,99.3,2009-01-08,Winter,0.8324252795,0.6900684134,90.79594236,Spec_C,High-Resolution,58
1608,Smartphone,44.25,2009-01-08,Winter,-1.092069396,1.524135855,91.36849796,Spec_A,High-Resolution,18
1472,Smartphone,71.95,2009-01-08,Winter,0.5695178116,0.147664259,58.54621529,Spec_C,High-Resolution,74
1233,Smartphone,45.38,2009-01-08,Winter,0.7683497434,0.4065961698,80.81909148,Spec_B,High-Resolution,90
1692,Tablet,83.34,2009-01-08,Winter,1.201785831,0.7241991315,83.18929365,Spec_C,High-Resolution,37
1113,Accessories,94.16,2009-01-08,Winter,0.5897810841,0.3586472981,80.04624614,Spec_B,Lightweight,59
1497,Laptop,82.02,2009-01-08,Winter,0.8903274056,1.044019014,82.10179398,Spec_A,Long-Battery-Life,36
1442,Accessories,106.64,2009-01-08,Winter,0.03306334556,0.1730971034,94.66976165,Spec_C,Long-Battery-Life,13
1564,Smartphone,106.82,2009-01-08,Winter,-2.303613315,0.4068211403,83.1044727,Spec_B,Long-Battery-Life,93
1268,Smartphone,167.97,2009-01-08,Winter,-0.03882105047,-0.1086022832,54.00196228,Spec_B,Lightweight,30
1510,Smartphone,169.85,2009-01-08,Winter,1.390994326,2.4252567,93.58300264,Spec_A,Lightweight,89
1386,Accessories,65.94,2009-01-08,Winter,0.05129078388,0.6227085463,60.90230865,Spec_C,Long-Battery-Life,81
1387,Accessories,141.59,2009-01-08,Winter,0.03142609432,-1.000386463,94.65766273,Spec_B,Lightweight,32
1113,Accessories,94.16,2009-01-08,Winter,0.3147756264,-0.018863156,42.25261511,Spec_B,Lightweight,59
1613,Tablet,98.16,2009-01-08,Winter,0.5311863606,0.4831190868,65.84305122,Spec_A,Lightweight,34
1625,Smartphone,55.15,2009-01-09,Winter,0.4067964941,1.919456007,85.52755034,Spec_C,High-Resolution,61
1081,Laptop,130.95,2009-01-09,Winter,1.46023885,-0.7989783321,89.39036523,Spec_C,Long-Battery-Life,84
1113,Smartphone,94.16,2009-01-09,Winter,-0.3854913621,-0.2956684714,83.64458567,Spec_B,High-Resolution,59
1002,Smartphone,89.47,2009-01-09,Winter,1.192889242,-0.6826388302,91.6149393,Spec_C,High-Resolution,45
1642,Tablet,168.68,2009-01-09,Winter,0.5053812009,-0.6015805846,56.52642964,Spec_C,High-Resolution,86
1220,Smartphone,93.82,2009-01-09,Winter,0.668335034,1.11373083,59.51854966,Spec_B,Long-Battery-Life,95
1566,Smartphone,40.99,2009-01-09,Winter,-0.505941691,1.411573332,52.0133381,Spec_A,High-Resolution,61
1225,Tablet,126.04,2009-01-09,Winter,1.624620413,-0.748590577,62.09373115,Spec_B,High-Resolution,42
1385,Tablet,117.26,2009-01-09,Winter,0.3524406593,0.3708572795,53.02961991,Spec_B,High-Resolution,53
1403,Accessories,134.51,2009-01-09,Winter,-1.199504274,-0.8253098374,86.66053164,Spec_C,Long-Battery-Life,82
1638,Tablet,152.78,2009-01-09,Winter,0.1957984808,0.1045170931,73.74573781,Spec_C,High-Resolution,28
1130,Laptop,113.59,2009-01-09,Winter,-0.1940724782,0.06930656117,70.55201691,Spec_A,High-Resolution,74
1053,Smartphone,92.8,2009-01-09,Winter,-1.049798502,0.3294680481,84.36119341,Spec_B,Long-Battery-Life,25
1684,Accessories,42.17,2009-01-09,Winter,0.4751883164,-1.013790378,81.47115182,Spec_A,Long-Battery-Life,78
1672,Laptop,99.3,2009-01-09,Winter,-0.616528528,-1.491330667,42.27886683,Spec_B,Long-Battery-Life,58
1416,Smartphone,129.04,2009-01-09,Winter,-1.18632826,-1.224141881,82.22974438,Spec_C,Lightweight,51
1247,Tablet,92.42,2009-01-09,Winter,0.1403844098,-0.1579499208,66.22535393,Spec_B,High-Resolution,95
1439,Accessories,99.65,2009-01-09,Winter,0.299985291,0.5459192238,47.04960407,Spec_C,High-Resolution,50
1203,Laptop,53.92,2009-01-09,Winter,0.4973428531,1.873216169,72.59280611,Spec_A,High-Resolution,57
1184,Tablet,109.25,2009-01-09,Winter,-0.7977577195,0.1027685634,75.49969779,Spec_B,Long-Battery-Life,37
1123,Accessories,116.98,2009-01-09,Winter,-1.145557941,-2.171416737,77.1606519,Spec_A,Long-Battery-Life,12
1401,Tablet,143.17,2009-01-09,Winter,-0.5631267819,-0.4420509735,82.31096863,Spec_A,Long-Battery-Life,94
1294,Tablet,107.12,2009-01-09,Winter,-0.02013515426,0.843130893,47.59567645,Spec_B,Long-Battery-Life,38
1280,Accessories,128.05,2009-01-09,Winter,-1.525656094,-0.5701689348,86.61114997,Spec_B,Lightweight,26
1610,Accessories,145.76,2009-01-09,Winter,0.0007553382469,0.9418990844,80.90886011,Spec_B,Long-Battery-Life,45
1198,Tablet,115.19,2009-01-09,Winter,-0.3519023576,0.3385026551,53.4062093,Spec_B,Lightweight,69
1511,Accessories,148.09,2009-01-09,Winter,1.424380328,-1.159045741,54.10707548,Spec_A,Long-Battery-Life,38
1144,Laptop,107.09,2009-01-09,Winter,-1.433788263,-0.9514853015,51.91746805,Spec_A,Lightweight,18
1609,Tablet,132.61,2009-01-09,Winter,-0.9220295217,-0.06895008509,72.36244549,Spec_C,Long-Battery-Life,27
1201,Tablet,101.24,2009-01-09,Winter,-1.683463486,-1.896313292,82.18962031,Spec_B,High-Resolution,34
1124,Tablet,120.79,2009-01-09,Winter,-2.472364315,-0.3953028857,77.68581267,Spec_B,Lightweight,94
1187,Smartphone,141.66,2009-01-09,Winter,0.5290139046,-1.655102854,96.16014492,Spec_C,Lightweight,52
1326,Smartphone,151.15,2009-01-09,Winter,0.02549600662,-0.08085415852,58.36383424,Spec_B,High-Resolution,46
1464,Laptop,122.33,2009-01-09,Winter,-1.029028943,1.483829325,74.30653789,Spec_A,Long-Battery-Life,13
1349,Accessories,67.11,2009-01-09,Winter,0.4510183477,-1.195193963,79.05409669,Spec_C,High-Resolution,73
1660,Tablet,41.54,2009-01-09,Winter,0.1803181614,-0.4473655627,56.70393913,Spec_B,Long-Battery-Life,90
1403,Accessories,134.51,2009-01-09,Winter,0.04616589854,0.8424132544,54.95289261,Spec_C,Lightweight,82
1346,Tablet,120.83,2009-01-09,Winter,-1.032487683,-1.054890876,51.603179,Spec_C,Long-Battery-Life,82
